,Interest Pages,Follower Counts,Follow Rate
8932,Rockwell Automation,"573,240",0.22047692307692307
8933,Tech Data,"200,254",0.07702076923076923
8934,Optus,"109,249",0.04201884615384615
8935,TD,"499,646",0.19217153846153845
8936,SAP Ariba,"103,139",0.03966884615384615
8937,Océ - A Canon Company,"29,635",0.011398076923076922
8938,Tesco,"448,505",0.17250192307692308
8939,Kautex Textron,"18,267",0.007025769230769231
8940,JCPenney,"209,240",0.08047692307692307
8941,Grainger,"148,200",0.057
8942,Solvay,"341,104",0.13119384615384613
8943,Lufthansa,"466,954",0.17959769230769232
8944,EFI,"95,571",0.03675807692307693
8945,Baker Hughes,"1,483,995",0.5707673076923078
8946,Western Digital,"253,095",0.09734423076923077
8947,Ecolab,"340,899",0.131115
8948,BlackRock,"835,999",0.3215380769230769
8949,EPAM Systems,"347,138",0.1335146153846154
8950,KONE,"290,699",0.11180730769230768
8951,Mitsubishi Corporation,"41,717",0.016045
8952,Huntsman Corporation,"144,893",0.05572807692307692
8953,Kohl's,"189,039",0.0727073076923077
8954,CPS Inc.,"113,456",0.04363692307692306
8955,Dow Performance Silicones,"115,910",0.04458076923076923
8956,Desso,"16,152",0.006212307692307692
8957,W. L. Gore & Associates,"66,953",0.025751153846153847
8958,Temenos,"184,080",0.0708
8959,Oxfam,"438,895",0.16880576923076926
8960,Mexx,"15,601",0.006000384615384616
8961,Publix Super Markets,"156,810",0.06031153846153847
8962,Save the Children UK,"265,471",0.10210423076923077
8963,Huxley,"317,966",0.1222946153846154
8964,J2 Global,"14,755",0.005675
8965,Coats,"77,403",0.02977038461538462
8966,Australian Trade and Investment Commission (Austrade),"86,927",0.03343346153846154
8967,IDEXX,"111,027",0.0427026923076923
8968,Munich Re (Group),"165,696",0.06372923076923077
8969,Huhtamaki,"51,089",0.019649615384615387
8970,United Bank Limited,"129,912",0.04996615384615385
8971,Univar Solutions,"146,176",0.05622153846153846
8972,Novelis,"100,776",0.03876
8973,PolyOne,"60,463",0.023255
8974,Finish Line,"42,607",0.01638730769230769
8975,Hologic Inc.,"126,912",0.048812307692307697
8976,Arvind Limited,"87,011",0.03346576923076923
8977,Sensient Technologies Corporation,"40,295",0.015498076923076925
8978,Groupe ETAM,"37,296",0.014344615384615384
8979,Demand Detroit,"11,604",0.004463076923076923
8980,Hach,"44,023",0.016931923076923074
8981,K2 Partnering Solutions,"289,673",0.11141269230769232
8982,Lindex,"34,574",0.013297692307692307
8983,National Association of Manufacturers - NAM,"15,709",0.006041923076923078
8984,Morgan McKinley,"254,642",0.09793923076923078
8985,CODELCO – Corporación Nacional del Cobre de Chile,"525,057",0.201945
8986,CompTIA,"221,499",0.08519192307692308
8987,GVB,"11,694",0.004497692307692308
8988,DyStar,"18,538",0.00713
8989,WACKER,"54,807",0.021079615384615384
8990,KIPP Foundation,"41,622",0.01600846153846154
8991,TOPdesk,"32,049",0.01232653846153846
8992,Intellectual Ventures,"31,345",0.012055769230769231
8993,Eurasia Group,"164,864",0.06340923076923077
8994,Insight Partners,"30,604",0.01177076923076923
8995,William Buck,"8,271",0.0031811538461538466
8996,Marvin,"20,365",0.007832692307692308
8997,Huntress,"26,602",0.010231538461538459
8998,Talent,"216,084",0.08310923076923077
8999,PPAI - Promotional Products Association International,"13,105",0.005040384615384615
9000,Standard Textile,"25,268",0.00971846153846154
9001,The Cotton Group,"5,489",0.002111153846153846
9002,Year Up,"60,369",0.023218846153846152
9003,CPS Color,"1,794",0.0006900000000000001
9004,Mackenzie Stuart,"157,508",0.06058
9005,KappAhl,"27,230",0.010473076923076923
9006,Sadesa,"3,071",0.0011811538461538465
9007,Eagle Ottawa,"8,300",0.003192307692307692
9008,UNFCCC,"87,104",0.033501538461538465
9009,Silgan Plastics,"24,711",0.00950423076923077
9010,LSA,"3,255",0.001251923076923077
9011,BLUE ORIGIN,"146,605",0.056386538461538474
9012,icddrb,"50,294",0.01934384615384616
9013,Univers Workplace Solutions,"1,926",0.0007407692307692307
9014,Boathouse Sports,"5,607",0.0021565384615384615
9015,The SustainAbility Institute by ERM,"87,505",0.03365576923076923
9016,Atul Ltd,"29,825",0.011471153846153844
9017,Dickies® a VF Company,"23,877",0.009183461538461538
9018,Commonwealth of Learning,"3,245",0.0012480769230769231
9019,celio,"44,786",0.017225384615384615
9020,Charlotte Pipe and Foundry Company,"5,563",0.0021396153846153848
9021,COTTON USA™,"22,361",0.008600384615384616
9022,Vantage Apparel,"16,963",0.006524230769230769
9023,Shopbop | East Dane,"28,076",0.010798461538461538
9024,Vlisco Netherlands,"8,643",0.003324230769230769
9025,Gavi the Vaccine Alliance,"60,033",0.023089615384615386
9026,GST AutoLeather Inc.,"5,390",0.002073076923076923
9027,RadiciGroup,"27,039",0.010399615384615384
9028,Vicunha Têxtil,"42,740",0.01643846153846154
9029,Manag-E Nordic AS,478,0.00018384615384615382
9030,Tesco Sourcing,"78,980",0.030376923076923083
9031,Tricon International Ltd.,"11,051",0.004250384615384615
9032,American Textile Company,"21,841",0.008400384615384615
9033,Delta Apparel Inc.,"6,474",0.00249
9034,MGH Group,"54,896",0.02111384615384616
9035,Lintech International,"3,656",0.001406153846153846
9036,Rockwood Pigments (now Huntsman Pigments and Additives),"2,038",0.0007838461538461537
9037,Sudarshan Chemical Industries Ltd.,"29,049",0.011172692307692307
9038,TRInternational Inc. - @TRIChemicals,"1,288",0.0004953846153846153
9039,TOM TAILOR GROUP,"37,892",0.014573846153846153
9040,Bozzetto Group,"4,270",0.0016423076923076925
9041,DYO,"22,607",0.008695
9042,Biesterfeld Group,"4,679",0.0017996153846153843
9043,American & Efird,"15,460",0.005946153846153846
9044,Canada Colors and Chemicals Limited (CCC),"5,825",0.0022403846153846154
9045,Sapio Group,"19,611",0.007542692307692307
9046,Ciba,"12,494",0.004805384615384616
9047,Clariant,"222,473",0.08556653846153846
9048,Daimler AG,"761,583",0.2929165384615385
9049,DFS Group Limited,"86,898",0.033422307692307696
9050,Eastman,"106,915",0.04112115384615385
9051,Esko,"237,122",0.09120076923076924
9052,Esprit,"84,720",0.03258461538461538
9053,SABIC,"625,949",0.2407496153846154
9054,Tata Chemicals,"105,914",0.04073615384615385
9055,Umicore,"51,093",0.019651153846153846
9056,The University of Manchester,"359,186",0.13814846153846153
9057,Università degli Studi di Milano,"223,899",0.086115
9058,Fibre2Fashion,"65,091",0.025035
9059,Hollywood Branded,"2,376",0.0009138461538461539
9060,American Association of Textile Chemists and Colorists,"15,768",0.006064615384615385
9061,Texperts,"7,729",0.0029726923076923077
9062,Poundland Far East Limited,"2,030",0.0007807692307692307
9063,Pinks and Greens,411,0.00015807692307692308
9064,The Woolmark Company,"10,961",0.004215769230769231
9065,Azonprinter,575,0.00022115384615384613
9066,ZXY INTERNATIONAL,"34,949",0.01344192307692308
9067,BIMAX INC,279,0.0001073076923076923
9068,Specialty Products Inc.,743,0.0002857692307692308
9069,Colin's,"33,542",0.012900769230769231
9070,NCFI Polyurethanes®,"2,461",0.0009465384615384618
9071,Colourtex Ind Ltd,"3,988",0.0015338461538461534
9072,J & J Sourcing,"6,772",0.0026046153846153845
9073,Poliya,"4,063",0.0015626923076923075
9074,Midland Plastics Inc.,"2,166",0.000833076923076923
9075,Big Little Fish,"1,153",0.00044346153846153846
9076,Gul Ahmed Textile Mills Limited,"138,889",0.05341884615384615
9077,Society of Dyers and Colourists,"3,194",0.0012284615384615385
9078,Newtex,"1,501",0.0005773076923076923
9079,Pulcra Chemicals Group,"7,817",0.003006538461538461
9080,allink,389,0.00014961538461538462
9081,Universidade Federal do ABC,"28,911",0.011119615384615384
9082,Insulfoam,"1,404",0.00054
9083,Hop Lun,"8,520",0.003276923076923077
9084,Unifi Manufacturing Inc. (makers of REPREVE® ),"8,959",0.0034457692307692305
9085,BYK Additives,"14,854",0.005713076923076922
9086,KLJ Polymers & Chemicals Ltd Unit-2,"1,623",0.0006242307692307693
9087,A.T.E. Group,"6,275",0.0024134615384615392
9088,IAF: International Apparel Federation,"3,377",0.001298846153846154
9089,Palmal Group of Industries Ltd.,"9,618",0.003699230769230769
9090,Faith Industries Ltd.,416,0.00016
9091,Asian University for Women,"5,701",0.002192692307692308
9092,Practical Action,"12,263",0.004716538461538462
9093,OpenClassrooms,"103,762",0.03990846153846154
9094,SolvChem Inc.,"5,075",0.0019519230769230766
9095,Recon Chemicals LLC (UAE),"6,086",0.002340769230769231
9096,Textile Testing International,"7,622",0.002931538461538461
9097,Setas Kimya,"6,098",0.0023453846153846155
9098,s.Oliver Group,"45,564",0.017524615384615385
9099,Envoy Textiles Limited,"1,102",0.0004238461538461538
9100,DRIFIRE,"1,265",0.0004865384615384617
9101,Zirve Polimer Ltd. Sti.,765,0.00029423076923076923
9102,Parchem – fine & specialty chemicals,"3,493",0.0013434615384615384
9103,Organik Kimya,"37,551",0.01444269230769231
9104,Greenville Colorants,445,0.00017115384615384616
9105,SF Dyes,"1,146",0.00044076923076923075
9106,Smit & Zoon,"3,841",0.0014773076923076925
9107,EMCO Chemical Distributors Inc.,"2,249",0.000865
9108,TravisMathew Apparel,"10,613",0.004081923076923079
9109,Yunus Textile Mills,"72,758",0.027983846153846158
9110,Artistic Denim Mills Ltd,"15,828",0.006087692307692308
9111,TANATEX CHEMICALS B.V.,"6,105",0.002348076923076923
9112,AVID Center,"8,537",0.003283461538461539
9113,UTSA International Trade Center,"3,647",0.0014026923076923075
9114,Alwasail Industrial Company,"2,824",0.001086153846153846
9115,Vantage Oleochemicals,"1,674",0.0006438461538461537
9116,OctoChem Inc.,110,4.230769230769231e-05
9117,The ONE Campaign,"28,813",0.011081923076923078
9118,European Association of Chemical Distributors,"2,565",0.0009865384615384612
9119,Brainerd Chemical Co. Inc.,"1,339",0.0005149999999999999
9120,CHT Group,"9,253",0.0035588461538461533
9121,PVA,"2,845",0.0010942307692307694
9122,Akmii Information Limited,62,2.3846153846153853e-05
9123,US Denim Mills Ltd,"20,086",0.007725384615384616
9124,SURYA Roshni Ltd.,"7,025",0.002701923076923077
9125,Avani Dye Chem Industries,236,9.076923076923078e-05
9126,Akdeniz Kimya,"6,570",0.0025269230769230768
9127,Zydex Industries,"5,673",0.002181923076923077
9128,Cappelle Pigments A Ferro Company,577,0.0002219230769230769
9129,Viyellatexgroup,"11,128",0.00428
9130,The EMS Group,77,2.9615384615384612e-05
9131,Meghmani Dyes and Intermediates Ltd.,"3,184",0.0012246153846153848
9132,Paramount Texteis,"6,261",0.002408076923076923
9133,Vinidex,"2,844",0.0010938461538461538
9134,Bismillah Textiles Ltd,"10,986",0.004225384615384615
9135,Industria Química,"3,684",0.001416923076923077
9136,Garmon & Company Inc. Commercial Flooring,322,0.00012384615384615383
9137,Cotton Incorporated,"16,300",0.00626923076923077
9138,Feroze1888 Mills Ltd,"42,272",0.016258461538461538
9139,REDA Chemicals,"53,635",0.02062884615384616
9140,Kondinin Group,"6,117",0.002352692307692308
9141,McNROE Consumer Products Pvt Ltd,"16,275",0.006259615384615384
9142,Coley Company,"4,809",0.0018496153846153844
9143,Marks and Spencer India,"4,705",0.0018096153846153848
9144,CHT Pakistan (Private) Limited,"1,123",0.00043192307692307687
9145,Textiles Intelligence,"17,601",0.006769615384615384
9146,Highway Trading Company,"2,073",0.0007973076923076923
9147,Babylon Group,"20,793",0.007997307692307692
9148,Silver Fern Chemical Inc,259,9.96153846153846e-05
9149,AMANN Group,"8,667",0.0033334615384615386
9150,China-Italy Chamber of Commerce CICC,"6,472",0.002489230769230769
9151,Mannheim Business School,"19,162",0.0073700000000000015
9152,Epic Group,"78,991",0.03038115384615385
9153,Barcelonesa - Making Chemistry Together,"2,402",0.0009238461538461537
9154,Nishat Chunian Group,"87,605",0.03369423076923077
9155,Kansai Paint Co.Ltd,"6,024",0.002316923076923077
9156,Swiss Specialty Chemicals,177,6.80769230769231e-05
9157,Akkim Kimya Sanayi ve Ticaret A.Ş.,"29,905",0.011501923076923076
9158,Kenpark Bangladesh,"17,720",0.0068153846153846155
9159,ENSAIT : École Nationale Supérieure des Arts et Industries Textiles,"5,077",0.0019526923076923078
9160,Crescent Textile Mills Limited,"42,671",0.016411923076923074
9161,Maroon Group,"2,339",0.0008996153846153846
9162,ALKA (Pvt) Ltd,564,0.0002169230769230769
9163,Prakash Chemicals International Private  Limited,"5,225",0.0020096153846153844
9164,Bangladesh Youth Leadership Center (BYLC),"86,606",0.03331
9165,Virgin Galactic,"143,276",0.05510615384615384
9166,Eurofins | BLC Leather Technology Centre Ltd,"3,887",0.001495
9167,Amazon Papyrus Chemicals Ltd,298,0.0001146153846153846
9168,Wego Chemical Group,"1,903",0.000731923076923077
9169,Trader Financial,144,5.5384615384615394e-05
9170,Loxim Industries Limited,"1,080",0.00041538461538461537
9171,Sarla Performance Fibers Ltd,639,0.00024576923076923067
9172,ALKEM,401,0.00015423076923076924
9173,Ananta Group,"19,127",0.007356538461538461
9174,Ques Industries Inc.,187,7.192307692307693e-05
9175,Lyttelton Port Company,"3,422",0.001316153846153846
9176,Denim International,"3,070",0.0011807692307692307
9177,Jeanologia,"10,488",0.0040338461538461535
9178,Colorband Dyestuff Pvt. Ltd.,"1,713",0.0006588461538461537
9179,JAY Chemical Industries Private Limited,"18,348",0.007056923076923077
9180,Healdi,926,0.00035615384615384616
9181,Zaber & Zubair Fabrics Ltd,"3,545",0.0013634615384615384
9182,Pulcra Chemicals Pakistan Pvt Ltd.,394,0.00015153846153846153
9183,Kiri Dyes and Chemical Ltd.,607,0.00023346153846153843
9184,BADER Automotive Leather,812,0.0003123076923076924
9185,SUZHOU LIANSHENG CHEMISTRY CO.LTD,150,5.769230769230769e-05
9186,EKSOY KIMYA,"2,946",0.001133076923076923
9187,Howard F. Ahmanson & Home Savings & Loan,11,4.230769230769231e-06
9188,Parshwanath Group of Industries,138,5.3076923076923076e-05
9189,Devine Chemicals Ltd,"1,171",0.00045038461538461535
9190,Ashok Dyestuff (P) Ltd.,105,4.038461538461539e-05
9191,The Big Story Marketing Communications,"2,870",0.0011038461538461536
9192,Leader.co.za,"4,441",0.001708076923076923
9193,Concept Textile Corporation,"2,465",0.0009480769230769232
9194,NEO Zipper Co.Ltd.,226,8.69230769230769e-05
9195,Sika USA,"34,935",0.01343653846153846
9196,Maharashtra Polymer Products,148,5.692307692307693e-05
9197,Institute for Health Metrics and Evaluation,"32,193",0.012381923076923077
9198,Textil S.A.,"1,795",0.0006903846153846154
9199,Fakir Apparels Ltd.,"16,368",0.006295384615384616
9200,Thermax Yarn Dyed Fabrics Ltd.,"1,411",0.0005426923076923077
9201,Herschel Supply Company,"29,096",0.01119076923076923
9202,PT. Sree International Indonesia,"1,215",0.00046730769230769227
9203,Chemetall,"43,935",0.016898076923076922
9204,Manufacturas de Plasticos Reforzados,126,4.8461538461538455e-05
9205,Decathlon Sports India,"90,676",0.034875384615384614
9206,Duratec Australia,"6,584",0.002532307692307692
9207,Airedale Chemical,"2,115",0.0008134615384615385
9208,ACS Textiles and Towels Bangladesh Ltd,"1,519",0.0005842307692307693
9209,Mercedes-Benz Bangladesh | Rancon Motors Ltd.,"20,556",0.007906153846153847
9210,National Association of Chemical Distributors (NACD),"2,166",0.000833076923076923
9211,Gymshark,"113,516",0.043660000000000004
9212,Noman Terry Towel Mills Limited,"1,483",0.0005703846153846153
9213,Zhejiang Runhe Chemical New Material Co. Ltd,684,0.00026307692307692306
9214,TURKUAZ POLYESTER RESINS,502,0.00019307692307692304
9215,SEM Laboratuar Cihazları,"6,266",0.0024100000000000002
9216,Addicted2Success,"3,594",0.0013823076923076922
9217,PPG Industrial Coatings,"35,391",0.013611923076923077
9218,AP Silicones,37,1.4230769230769232e-05
9219,Ruijiang Group,"4,137",0.001591153846153846
9220,ZHEJIANG JIHUA GROUP,276,0.00010615384615384615
9221,Rohan Dyes & Intermediates Limited,610,0.00023461538461538463
9222,Axalta,"60,729",0.02335730769230769
9223,ProxChem America Inc.,32,1.2307692307692308e-05
9224,Auxilia Technologies Pvt Ltd,66,2.5384615384615383e-05
9225,Luxury Paintings,25,9.615384615384616e-06
9226,bluesign technologies ag,"4,803",0.0018473076923076926
9227,Partex Star Group,"20,127",0.0077411538461538455
9228,DNA HUMAN CAPITAL,"550,447",0.2117103846153846
9229,Harris & Menuk Group,540,0.00020769230769230768
9230,Unicorn Solutions (Pvt) Limited,62,2.3846153846153853e-05
9231,RBC Industries Inc.,86,3.307692307692308e-05
9232,Dymatic Chemicals Inc.,262,0.00010076923076923076
9233,Schawk!,"25,836",0.009936923076923078
9234,Noman Group,"10,927",0.0042026923076923075
9235,Bleach Chem Group,513,0.00019730769230769232
9236,LEATHER QUIMICA SLU,"1,360",0.0005230769230769232
9237,Hubei Xingfa Chemicals Group Co. Ltd.,220,8.46153846153846e-05
9238,Sertex,666,0.00025615384615384617
9239,RUISIL,869,0.00033423076923076923
9240,Nikkei Asia,"753,921",0.2899696153846154
9241,Archroma,"31,882",0.01226230769230769
9242,CEMS-Global,"2,062",0.0007930769230769231
9243,Trust Chem Europe BV,294,0.00011307692307692307
9244,FAKT Exhibitions (Pvt.) Ltd.,"2,722",0.0010469230769230768
9245,Jiangsu Jurong Chemical Co.Ltd,205,7.884615384615384e-05
9246,KISCO,"2,567",0.0009873076923076923
9247,JNP Merchandising,37,1.4230769230769232e-05
9248,10times,"10,141",0.0039003846153846155
9249,Sarex Chemicals Ltd,843,0.0003242307692307692
9250,Saurer Group,"7,496",0.002883076923076923
9251,SSG (Super Star Group),"7,491",0.002881153846153847
9252,Raj Chem Group,188,7.230769230769229e-05
9253,Hangzhou Tiankun Chem Co. Ltd.,318,0.00012230769230769231
9254,tiankun disperse dyes,18,6.9230769230769225e-06
9255,OKCHEM.COM,"5,586",0.0021484615384615388
9256,Viva Energy Australia,"28,464",0.010947692307692308
9257,EverString,"5,131",0.0019734615384615385
9258,Talent Centric,"9,813",0.003774230769230769
9259,Bangladesh Denim Expo,"36,959",0.014215000000000004
9260,Atlanta Industries Inc.,656,0.00025230769230769236
9261,Saujanya Exports,128,4.923076923076923e-05
9262,Fineotex Chemical Limited,"1,353",0.0005203846153846154
9263,Wanhua Chemical Group,"18,603",0.007155000000000002
9264,Zhejiang Xinan Chemical Industrial Group Co. Ltd.,422,0.0001623076923076923
9265,Zhejiang Runtu Co. Ltd.,149,5.730769230769231e-05
9266,Wacker Chemical Corporation,"8,151",0.003135
9267,Scandex Textile Industries Ltd.,61,2.346153846153846e-05
9268,DENHAM the Jeanmaker,"7,404",0.002847692307692308
9269,KDX 康得新,792,0.0003046153846153846
9270,Trade Finance Services - Financial Instruments Providers,366,0.00014076923076923077
9271,Apparel Sourcing New York City,"4,804",0.0018476923076923078
9272,MARIS POLYMERS SA,"1,243",0.00047807692307692313
9273,Active Apparel Recruitment,"1,395",0.0005365384615384617
9274,BSEF,416,0.00016
9275,BASF Aerospace Materials,"9,080",0.003492307692307692
9276,Rifz Textiles Inc,35,1.3461538461538465e-05
9277,Boytek Resins,615,0.00023653846153846161
9278,Latro Kimya,888,0.00034153846153846165
9279,Huntsman Textile Effects,"8,883",0.003416538461538461
9280,Garmon Chemicals,"5,899",0.002268846153846154
9281,NASSA Group,"3,428",0.0013184615384615385
9282,Derkim Poliüretan,552,0.0002123076923076923
9283,Krypton Chemical S.L.,"1,410",0.0005423076923076923
9284,Success by CNN Business,"26,522",0.01020076923076923
9285,nevo,"2,269",0.0008726923076923077
9286,Vidhi Dyestuffs Manufacturing Ltd,52,2e-05
9287,Letter of Credit Update,97,3.730769230769231e-05
9288,POLYUREA COATINGS (UK) LIMITED,97,3.730769230769231e-05
9289,Chemi Darou Industrial Company,172,6.615384615384616e-05
9290,Bodal Chemicals Ltd,"9,921",0.003815769230769231
9291,Hangzhou Ruijiang Chemical,359,0.00013807692307692308
9292,OLEOCOMM GLOBAL SDN BHD,62,2.3846153846153853e-05
9293,Chemworld.com,71,2.730769230769231e-05
9294,Acrom Dyes & Chemicals Co.,155,5.9615384615384616e-05
9295,Premier Promo NOW,49,1.884615384615385e-05
9296,Golden Harvest,"7,872",0.0030276923076923076
9297,Asiatic Industries,295,0.00011346153846153845
9298,Wynca Group,549,0.00021115384615384616
9299,SQUARE Textiles,"5,602",0.0021546153846153846
9300,Kingpins Show,"1,910",0.0007346153846153848
9301,HAMS GARMENTS LIMITED,285,0.00010961538461538464
9302,Envoy textiles Ltd.,"1,562",0.0006007692307692308
9303,QINGDAO SANHUAN COLORCHEM CO.LTD.,500,0.0001923076923076923
9304,上海特易信息科技有限公司,343,0.00013192307692307692
9305,Carrefour Global Sourcing,"32,384",0.012455384615384616
9306,RABAB GROUP,326,0.0001253846153846154
9307,Dyestuff,593,0.0002280769230769231
9308,Changsha Weichuang Chemical Co. Ltd,89,3.4230769230769234e-05
9309,Indo Colchem Pvt Ltd,43,1.653846153846154e-05
9310,Acmechem Ltd.,94,3.6153846153846145e-05
9311,Asia Sourcing,305,0.00011730769230769231
9312,Oxford Technologies Australia,128,4.923076923076923e-05
9313,KRUPA CHEM INDUSTRIES - India,3,1.1538461538461538e-06
9314,Rajneesh Dyeing House - India,6,2.307692307692308e-06
9315,Krishna Chemicals - India,18,6.9230769230769225e-06
9316,Canada Clothing Company,"10,436",0.004013846153846153
9317,Shree Pushkar Chemicals & Fertilisers Ltd.,203,7.807692307692307e-05
9318,Indian Dye Stuff Industries Limited,12,4.615384615384615e-06
9319,Lectro El-Habashy for Electrical products (lectrobar)- busducts,255,9.807692307692309e-05
9320,MEGHNA KNIT COMPOSITE LTD.,668,0.0002569230769230769
9321,CHT India Pvt Ltd,145,5.576923076923077e-05
9322,Leather Working Group Ltd,"3,859",0.0014842307692307696
9323,Standfast and Barracks Fabric Printing Company,"1,908",0.0007338461538461537
9324,BALR.,"9,506",0.0036561538461538467
9325,BHARAT DYE CHEM,69,2.6538461538461528e-05
9326,Axilor Ventures,"5,190",0.0019961538461538463
9327,HIP HOP,334,0.00012846153846153845
9328,Anil Dyes & Chemicals Industries,76,2.923076923076923e-05
9329,PTI 力成科技,"13,956",0.005367692307692308
9330,Sharabati Denim,"2,013",0.0007742307692307694
9331,Growth360,"1,891",0.0007273076923076924
9332,Echemi Group,"5,204",0.0020015384615384613
9333,ALPS CHEMICALS PVT. LTD.,"3,186",0.0012253846153846154
9334,CHAMUNDA INDUSTRIES,74,2.8461538461538464e-05
9335,KiK Textilien und Non-Food GmbH,"12,043",0.004631923076923078
9336,Neelkanth Industries,11,4.230769230769231e-06
9337,NASSA Denim,584,0.00022461538461538457
9338,Kiwa Chemical Ind. Co.Ltd,23,8.846153846153847e-06
9339,Organic Dyes and Pigments LLC,"1,171",0.00045038461538461535
9340,Capital Chains,"1,571",0.0006042307692307692
9341,ZDHC Roadmap to Zero Programme,"8,632",0.0033200000000000005
9342,SKSHU Paint Co.Ltd.,"2,476",0.0009523076923076924
9343,DENIM FACTORY S.A.,365,0.00014038461538461538
9344,WIC MIC GROUP ( Washing & Manufacturing International Company ),953,0.0003665384615384616
9345,PURIN Polyurethane,144,5.5384615384615394e-05
9346,A Ray Textiles Inc.,42,1.6153846153846154e-05
9347,Danken Agronegocios SA,95,3.6538461538461544e-05
9348,Jiangsu Weunite Fine Chemical Co. Ltd.,30,1.153846153846154e-05
9349,scienceindustries,341,0.00013115384615384616
9350,Denim Solutions Limited,265,0.00010192307692307691
9351,RR Donnelley Asia,"6,953",0.002674230769230769
9352,Vortexa,"16,387",0.006302692307692308
9353,G/FORE,"1,320",0.0005076923076923077
9354,Mahavir Industries,190,7.307692307692307e-05
9355,Compass of the World,25,9.615384615384616e-06
9356,Guangdong suntodaytoy,9,3.461538461538462e-06
9357,DEMCO,"2,022",0.0007776923076923077
9358,Rohrer Group,"1,392",0.0005353846153846153
9359,SALMAN Mushtaq Textiles (Pvt) Ltd,114,4.3846153846153854e-05
9360,BEXIMCO Limited,"3,072",0.0011815384615384615
9361,The Daily Star,"49,146",0.01890230769230769
9362,Cordia Group,"1,920",0.0007384615384615385
9363,SAP Customer Experience,"85,165",0.032755769230769234
9364,Experience Accessories Co. ltd.,84,3.230769230769231e-05
9365,Tengiva,"1,241",0.0004773076923076923
9366,Technical Textiles,"14,994",0.005766923076923078
9367,Surfactant's Detergents Company Ltd (SDC),136,5.2307692307692306e-05
9368,Green Minds Group,"1,887",0.0007257692307692308
9369,Brazzoli S.R.L,621,0.00023884615384615386
9370,Atouts Komplys,20,7.692307692307692e-06
9371,Zhejiang Zhongshan chemical industry group,329,0.00012653846153846154
9372,长荣集团,283,0.00010884615384615384
9373,Bangladesh Honda Private Ltd.,"24,027",0.009241153846153849
9374,Jiangsu Flag Chemical Industry Co. Ltd,16,6.153846153846154e-06
9375,Saujanya Dyestuffs,89,3.4230769230769234e-05
9376,CoalShastra,"4,719",0.0018149999999999998
9377,Top USA Apparel Importers Directory & List,"7,646",0.0029407692307692307
9378,Hangzhou Weiyi Chemical Co. Ltd.(Manufacturer of Disperse Dyes),112,4.307692307692308e-05
9379,Textile Today,"83,696",0.03219076923076923
9380,Sunshine Factory Co. Ltd. (Mianzhu Yaolong),"1,464",0.0005630769230769232
9381,Pakiza Technovation Limited,705,0.00027115384615384615
9382,Hubei Color Root Technology Co.Ltd.,172,6.615384615384616e-05
9383,Hangzhou Ruijiang Chemical Co. Ltd,176,6.76923076923077e-05
9384,Brand BGMEA,"51,155",0.019675
9385,TechnoPro Middle East FZCO,"3,500",0.001346153846153846
9386,Tawakkul Trading Co,17,6.5384615384615374e-06
9387,Jakson International Ltd.,"2,236",0.0008600000000000001
9388,PGP Zipper & Button (Shanghai) Manufacturing Co. Ltd,88,3.384615384615385e-05
9389,Textile Focus,"11,865",0.004563461538461539
9390,Tangshan YuanNeng Chemical Co.Ltd.,17,6.5384615384615374e-06
9391,Xinhua Silk Road Information Service,"11,183",0.004301153846153846
9392,Nice Denim Mills Limited,"1,314",0.0005053846153846153
9393,Crown Cement,"26,729",0.010280384615384615
9394,CCPIT Sub-council of Chemical Industry (CCPIT CHEM),268,0.00010307692307692309
9395,Zhengding County Bairun chemical products manufacturing Co;Ltd.,20,7.692307692307692e-06
9396,HPM Chemicals & Fertilizers Ltd.,"24,264",0.009332307692307692
9397,SUN MEI BUTTON ENTERPRISE CO. LTD,15,5.76923076923077e-06
9398,Orion Group,"10,061",0.003869615384615385
9399,Shenzhen Rongdian Enterprise Co. Ltd,16,6.153846153846154e-06
9400,Asia Pacific Rayon (APR),"16,098",0.006191538461538462
9401,Shifang Sundia Chemical Industry Limited Company,14,5.384615384615385e-06
9402,Noman Terry Towel Mills Ltd,454,0.0001746153846153846
9403,Zaber & Zubair Fabrics Limited,"1,264",0.0004861538461538462
9404,Duke,752,0.00028923076923076916
9405,Chongqing Chuandong Chemical (Group) Co. Ltd.,55,2.1153846153846154e-05
9406,LafargeHolcim Bangladesh Limited,"16,809",0.006465
9407,Shanghai Rich Group Limited,116,4.461538461538462e-05
9408,Vazir Group,"76,239",0.029322692307692307
9409,Hebei Lehui Imp.& Exp.Trading Co.Ltd,19,7.307692307692308e-06
9410,Sowtex Network,"1,018",0.0003915384615384615
9411,Super Color Chem,32,1.2307692307692308e-05
9412,CCPIT Sub-Council of Chemical Industry (CCPIT CHEM),191,7.346153846153847e-05
9413,Ducon Construction Chemicals Industries Ltd,204,7.846153846153847e-05
9414,Thai Polyester CO. LTD,439,0.00016884615384615386
9415,Birla Cellulose,"5,303",0.0020396153846153845
9416,TDKS INTERNATIONAL,24,9.23076923076923e-06
9417,UNIgas,"1,719",0.0006611538461538461
9418,Novista Group Co.Ltd,92,3.538461538461539e-05
9419,Garment Buying House,"17,809",0.006849615384615385
9420,Zaman Textile Mills Limited,742,0.0002853846153846154
9421,PPB Group FZE Powerduct Busways Manufactured in Malaysia.,65,2.5e-05
